boreholeNo,depth,nValue,rqd
BH-179,46.5,25,98
BH-179,48.0,33,19
BH-179,49.5,29,78
BH-179,51.0,49,5
BH-179,52.5,1,68
BH-179,54.0,8,78
BH-179,55.5,19,17
BH-179,57.0,1,39
BH-180,1.5,23,55
BH-180,3.0,15,51
BH-180,4.5,25,62
BH-180,6.0,47,96
BH-180,7.5,2,18
BH-180,9.0,22,52
BH-180,10.5,17,46
BH-180,12.0,26,40
BH-180,13.5,50,22
BH-180,15.0,17,36
BH-180,16.5,32,25
BH-180,18.0,16,24
BH-180,19.5,42,47
BH-180,21.0,40,36
BH-180,22.5,15,11
BH-180,24.0,31,74
BH-180,25.5,40,20
BH-180,27.0,34,44
BH-180,28.5,20,64
BH-180,30.0,44,38
BH-180,31.5,19,48
BH-180,33.0,34,53
BH-180,34.5,45,21
BH-180,36.0,49,62
BH-180,37.5,4,43
BH-180,39.0,21,16
BH-180,40.5,11,69
BH-181,1.5,41,75
BH-181,3.0,26,42
BH-181,4.5,20,44
BH-181,6.0,33,84
BH-181,7.5,27,62
BH-181,9.0,1,86
BH-181,10.5,45,38
BH-181,12.0,44,53
BH-181,13.5,27,59
BH-181,15.0,15,99
BH-181,16.5,5,56
BH-181,18.0,47,99
BH-181,19.5,21,1
BH-181,21.0,44,43
BH-181,22.5,20,96
BH-181,24.0,14,65
BH-181,25.5,20,13
BH-181,27.0,16,62
BH-181,28.5,24,52
BH-181,30.0,44,7
BH-181,31.5,45,92
BH-182,1.5,34,41
BH-182,3.0,11,1
BH-182,4.5,18,34
BH-182,6.0,42,75
BH-182,7.5,33,12
BH-182,9.0,37,58
BH-182,10.5,24,41
BH-182,12.0,40,78
BH-182,13.5,43,89
BH-182,15.0,50,61
BH-182,16.5,5,41
BH-182,18.0,37,58
BH-182,19.5,35,55
BH-182,21.0,12,11
BH-182,22.5,42,90
BH-182,24.0,19,19
BH-182,25.5,28,73
BH-182,27.0,44,42
BH-182,28.5,21,4
BH-182,30.0,29,97
BH-182,31.5,1,84
BH-182,33.0,10,24
BH-182,34.5,22,69
BH-182,36.0,44,69
BH-182,37.5,42,44
BH-182,39.0,6,7
BH-182,40.5,18,42
BH-182,42.0,39,42
BH-182,43.5,34,39
BH-182,45.0,24,60
BH-182,46.5,33,56
BH-182,48.0,38,36
BH-182,49.5,35,9
BH-182,51.0,31,92
BH-182,52.5,12,51
BH-183,1.5,39,48
BH-183,3.0,37,43
BH-183,4.5,24,36
BH-183,6.0,5,3
BH-183,7.5,25,45
BH-183,9.0,32,86
BH-183,10.5,30,74
BH-183,12.0,6,75
BH-183,13.5,50,30
BH-183,15.0,2,100
BH-183,16.5,26,14
BH-183,18.0,14,29
BH-183,19.5,40,5
BH-183,21.0,25,37
BH-183,22.5,4,55
BH-183,24.0,39,61
BH-183,25.5,27,68
BH-183,27.0,43,75
BH-183,28.5,26,96
BH-183,30.0,14,93
BH-184,1.5,46,95
BH-184,3.0,38,38
BH-184,4.5,7,16
BH-184,6.0,32,13
BH-184,7.5,36,9
BH-184,9.0,25,69
BH-184,10.5,34,68
BH-184,12.0,23,48
BH-184,13.5,39,57
BH-184,15.0,16,34
BH-184,16.5,15,81
BH-184,18.0,2,9
BH-184,19.5,16,3
BH-184,21.0,24,18
BH-184,22.5,15,11
BH-184,24.0,42,91
BH-184,25.5,14,58
BH-184,27.0,8,57
BH-184,28.5,39,33
BH-184,30.0,45,60
BH-185,1.5,18,43
BH-185,3.0,16,45
BH-185,4.5,16,19
BH-185,6.0,19,24
BH-185,7.5,27,50
BH-185,9.0,29,47
BH-185,10.5,10,97
BH-185,12.0,29,47
BH-185,13.5,5,96
BH-185,15.0,12,69
BH-185,16.5,21,73
BH-185,18.0,41,54
BH-185,19.5,33,4
BH-185,21.0,22,53
BH-185,22.5,41,54
BH-185,24.0,19,43
BH-185,25.5,29,31
BH-185,27.0,7,79
BH-185,28.5,35,49
BH-185,30.0,50,90
BH-185,31.5,22,17
BH-185,33.0,44,53
BH-185,34.5,8,86
BH-185,36.0,33,73
BH-185,37.5,50,73
BH-185,39.0,20,95
BH-185,40.5,44,51
BH-185,42.0,38,91
BH-185,43.5,21,25
BH-185,45.0,2,19
BH-185,46.5,7,39
BH-185,48.0,9,38
BH-185,49.5,6,31
BH-185,51.0,37,85
BH-185,52.5,33,51
BH-185,54.0,3,85
BH-185,55.5,46,31
BH-185,57.0,43,73
BH-186,1.5,10,63
BH-186,3.0,50,16
BH-186,4.5,42,69
BH-186,6.0,9,79
BH-186,7.5,47,3
BH-186,9.0,11,2
BH-186,10.5,27,21
BH-186,12.0,36,37
BH-186,13.5,12,15
BH-186,15.0,15,34
BH-186,16.5,48,96
BH-186,18.0,44,78
BH-186,19.5,44,15
BH-186,21.0,45,15
BH-186,22.5,4,14
BH-186,24.0,18,42
BH-186,25.5,8,8
BH-186,27.0,32,34
BH-186,28.5,45,43
BH-186,30.0,15,0
BH-186,31.5,42,91
BH-186,33.0,47,4
BH-186,34.5,12,50
BH-186,36.0,28,46
BH-187,1.5,44,96
BH-187,3.0,14,27
BH-187,4.5,5,91
BH-187,6.0,31,67
BH-187,7.5,45,34
BH-187,9.0,21,80
BH-187,10.5,15,80
BH-187,12.0,24,76
BH-187,13.5,5,60
BH-187,15.0,25,52
BH-187,16.5,32,48
BH-187,18.0,21,0
BH-187,19.5,17,40
BH-187,21.0,33,23
BH-187,22.5,18,48
BH-187,24.0,14,63
BH-187,25.5,23,57
BH-187,27.0,45,60
BH-187,28.5,44,47
BH-187,30.0,30,86
BH-187,31.5,44,47
BH-187,33.0,23,9
BH-187,34.5,16,89
BH-187,36.0,14,50
BH-187,37.5,50,76
BH-187,39.0,34,62
BH-187,40.5,12,55
BH-187,42.0,6,1
BH-187,43.5,40,6
BH-187,45.0,16,11
BH-187,46.5,24,34
BH-187,48.0,46,58
BH-187,49.5,2,51
BH-187,51.0,24,69
BH-187,52.5,16,52
BH-187,54.0,14,43
BH-188,1.5,39,35
BH-188,3.0,3,3
BH-188,4.5,47,20
BH-188,6.0,15,75
BH-188,7.5,7,59
BH-188,9.0,17,47
BH-188,10.5,31,43
BH-188,12.0,41,60
BH-188,13.5,23,44
BH-188,15.0,8,47
BH-188,16.5,6,43
BH-188,18.0,41,4
BH-188,19.5,18,38
BH-188,21.0,30,7
BH-188,22.5,38,38
BH-188,24.0,1,58
BH-188,25.5,10,25
BH-188,27.0,38,21
BH-188,28.5,35,99
BH-188,30.0,50,44
BH-188,31.5,37,91
BH-188,33.0,14,29
BH-188,34.5,30,34
BH-188,36.0,34,55
BH-188,37.5,42,53
BH-188,39.0,1,65
BH-188,40.5,28,87
BH-188,42.0,39,76
BH-188,43.5,25,69
BH-188,45.0,28,23
BH-188,46.5,3,47
BH-188,48.0,36,74
BH-188,49.5,23,92
BH-188,51.0,12,24
BH-189,1.5,1,95
BH-189,3.0,5,98
BH-189,4.5,40,49
BH-189,6.0,27,93
BH-189,7.5,7,96
BH-189,9.0,18,58
BH-189,10.5,35,100
BH-189,12.0,46,24
BH-189,13.5,18,98
BH-189,15.0,41,38
BH-189,16.5,16,15
BH-189,18.0,3,96
BH-189,19.5,34,40
BH-189,21.0,17,98
BH-189,22.5,21,48
BH-189,24.0,44,93
BH-189,25.5,2,24
BH-189,27.0,27,63
BH-189,28.5,33,89
BH-189,30.0,21,25
BH-189,31.5,2,53
BH-189,33.0,22,78
BH-189,34.5,18,94
BH-189,36.0,22,43
BH-189,37.5,37,98
BH-189,39.0,30,52
BH-189,40.5,26,40
BH-189,42.0,38,11
BH-189,43.5,44,47
BH-189,45.0,6,14
BH-189,46.5,27,40
BH-189,48.0,4,60
BH-189,49.5,24,72
BH-189,51.0,38,31
BH-189,52.5,34,95
BH-189,54.0,21,78
BH-190,1.5,20,60
BH-190,3.0,4,56
BH-190,4.5,43,93
BH-190,6.0,32,5
BH-190,7.5,39,18
BH-190,9.0,39,28
BH-190,10.5,46,65
BH-190,12.0,18,9
BH-190,13.5,19,36
BH-190,15.0,30,16
BH-190,16.5,49,8
BH-190,18.0,9,92
BH-190,19.5,30,73
BH-190,21.0,50,100
BH-190,22.5,21,74
BH-190,24.0,5,7
BH-190,25.5,43,62
BH-190,27.0,8,74
BH-190,28.5,19,99
BH-190,30.0,9,16
BH-190,31.5,28,41
BH-190,33.0,32,11
BH-190,34.5,38,34
BH-190,36.0,26,36
BH-190,37.5,12,85
BH-190,39.0,31,57
BH-191,1.5,43,88
BH-191,3.0,21,97
BH-191,4.5,11,94
BH-191,6.0,15,34
BH-191,7.5,6,99
BH-191,9.0,39,100
BH-191,10.5,38,19
BH-191,12.0,41,1
BH-191,13.5,29,33
BH-191,15.0,33,63
BH-191,16.5,29,51
BH-191,18.0,2,39
BH-191,19.5,11,99
BH-191,21.0,32,8
BH-191,22.5,32,93
BH-191,24.0,31,9
BH-191,25.5,12,52
BH-191,27.0,40,10
BH-191,28.5,48,18
BH-191,30.0,17,36
BH-191,31.5,18,69
BH-191,33.0,29,12
BH-191,34.5,11,78
BH-191,36.0,21,76
BH-192,1.5,9,42
BH-192,3.0,47,76
BH-192,4.5,14,36
BH-192,6.0,9,27
BH-192,7.5,28,70
BH-192,9.0,48,48
BH-192,10.5,3,76
BH-192,12.0,27,64
BH-192,13.5,14,51
BH-192,15.0,48,50
BH-192,16.5,31,79
BH-192,18.0,47,63
BH-192,19.5,14,99
BH-192,21.0,32,5
BH-192,22.5,36,19
BH-192,24.0,5,11
BH-192,25.5,30,75
BH-192,27.0,41,82
BH-192,28.5,1,43
BH-192,30.0,3,57
BH-192,31.5,44,3
BH-192,33.0,4,20
BH-192,34.5,8,56
BH-192,36.0,19,66
BH-192,37.5,12,5
BH-192,39.0,10,21
BH-192,40.5,10,5
BH-192,42.0,13,96
BH-192,43.5,32,93
BH-192,45.0,3,59
BH-192,46.5,13,62
BH-192,48.0,44,88
BH-193,1.5,20,75
BH-193,3.0,26,82
BH-193,4.5,2,75
BH-193,6.0,35,55
BH-193,7.5,16,75
BH-193,9.0,25,20
BH-193,10.5,27,19
BH-193,12.0,39,34
BH-193,13.5,31,52
BH-193,15.0,26,99
BH-193,16.5,9,79
BH-193,18.0,24,73
BH-193,19.5,16,86
BH-193,21.0,12,24
BH-193,22.5,17,60
BH-193,24.0,28,99
BH-193,25.5,47,88
BH-193,27.0,20,89
BH-193,28.5,18,65
BH-193,30.0,10,71
BH-193,31.5,35,79
BH-193,33.0,17,91
BH-193,34.5,32,83
BH-194,1.5,48,89
BH-194,3.0,14,98
BH-194,4.5,32,91
BH-194,6.0,45,10
BH-194,7.5,20,82
BH-194,9.0,2,0
BH-194,10.5,11,87
BH-194,12.0,34,94
BH-194,13.5,2,12
BH-194,15.0,5,66
BH-194,16.5,10,37
BH-194,18.0,10,12
BH-194,19.5,19,4
BH-194,21.0,40,84
BH-194,22.5,13,62
BH-194,24.0,33,60
BH-194,25.5,28,98
BH-194,27.0,33,72
BH-194,28.5,28,71
BH-194,30.0,3,10
BH-194,31.5,31,88
BH-194,33.0,6,55
BH-194,34.5,3,26
BH-194,36.0,6,83
BH-194,37.5,40,13
BH-194,39.0,10,63
BH-194,40.5,45,84
BH-194,42.0,11,28
BH-195,1.5,9,52
BH-195,3.0,26,14
BH-195,4.5,26,29
BH-195,6.0,36,62
BH-195,7.5,35,9
BH-195,9.0,48,22
BH-195,10.5,39,36
BH-195,12.0,27,63
BH-195,13.5,4,64
BH-195,15.0,4,60
BH-195,16.5,14,8
BH-195,18.0,49,45
BH-195,19.5,1,56
BH-195,21.0,42,78
BH-195,22.5,25,64
BH-195,24.0,41,35
BH-195,25.5,4,76
BH-195,27.0,38,49
BH-195,28.5,25,36
BH-195,30.0,25,73
BH-195,31.5,32,81
BH-195,33.0,46,17
BH-196,1.5,26,23
BH-196,3.0,49,65
BH-196,4.5,2,100
BH-196,6.0,28,42
BH-196,7.5,49,46
BH-196,9.0,17,81
BH-196,10.5,27,69
BH-196,12.0,16,98
BH-196,13.5,40,59
BH-196,15.0,21,85
BH-196,16.5,15,95
BH-196,18.0,22,48
BH-196,19.5,48,87
BH-196,21.0,47,65
BH-196,22.5,10,9
BH-196,24.0,15,79
BH-196,25.5,19,15
BH-196,27.0,37,44
BH-196,28.5,17,97
BH-196,30.0,1,1
BH-196,31.5,47,72
BH-196,33.0,34,65
BH-196,34.5,45,30
BH-196,36.0,34,79
BH-196,37.5,15,60
BH-196,39.0,31,32
BH-196,40.5,16,67
BH-197,1.5,13,23
BH-197,3.0,19,70
BH-197,4.5,24,83
BH-197,6.0,7,0
BH-197,7.5,3,80
BH-197,9.0,4,88
BH-197,10.5,50,90
BH-197,12.0,33,40
BH-197,13.5,46,50
BH-197,15.0,43,12
BH-197,16.5,40,96
BH-197,18.0,48,81
BH-197,19.5,14,96
BH-197,21.0,33,9
BH-197,22.5,31,75
BH-197,24.0,10,100
BH-197,25.5,35,18
BH-197,27.0,1,62
BH-197,28.5,15,87
BH-197,30.0,45,95
BH-197,31.5,15,79
BH-197,33.0,8,36
BH-197,34.5,6,45
BH-197,36.0,19,52
BH-197,37.5,20,87
BH-197,39.0,26,31
BH-197,40.5,24,81
BH-197,42.0,17,60
BH-197,43.5,18,2
BH-197,45.0,48,26
BH-198,1.5,1,97
BH-198,3.0,35,12
BH-198,4.5,22,41
BH-198,6.0,47,6
BH-198,7.5,42,75
BH-198,9.0,6,11
BH-198,10.5,24,11
BH-198,12.0,12,96
BH-198,13.5,33,100
BH-198,15.0,45,89
BH-198,16.5,23,23
BH-198,18.0,4,80
BH-198,19.5,11,31
BH-198,21.0,3,100
BH-198,22.5,8,53
BH-198,24.0,10,53
BH-198,25.5,10,34
BH-198,27.0,37,31
BH-198,28.5,48,59
BH-198,30.0,27,12
BH-198,31.5,12,11
BH-198,33.0,13,50
BH-198,34.5,26,14
BH-198,36.0,8,59
BH-198,37.5,33,18
BH-198,39.0,35,79
BH-198,40.5,47,75
BH-198,42.0,48,62
BH-198,43.5,32,23
BH-198,45.0,39,4
BH-198,46.5,24,91
BH-198,48.0,50,9
BH-198,49.5,47,85
BH-198,51.0,28,37
BH-198,52.5,6,95
BH-198,54.0,6,58
BH-198,55.5,42,84
BH-198,57.0,19,79
BH-198,58.5,28,60
BH-199,1.5,30,29
BH-199,3.0,28,95
BH-199,4.5,26,24
BH-199,6.0,20,25
BH-199,7.5,18,38
BH-199,9.0,47,33
BH-199,10.5,41,70
BH-199,12.0,34,80
BH-199,13.5,22,86
BH-199,15.0,39,49
BH-199,16.5,5,57
BH-199,18.0,5,56
BH-199,19.5,29,22
BH-199,21.0,46,50
BH-199,22.5,42,5
BH-199,24.0,39,59
BH-199,25.5,26,83
BH-199,27.0,24,95
BH-199,28.5,38,55
BH-199,30.0,39,84
BH-199,31.5,11,96
BH-199,33.0,13,26
BH-199,34.5,23,65
BH-199,36.0,15,41
BH-199,37.5,2,99
BH-199,39.0,26,61
BH-200,1.5,22,63
BH-200,3.0,39,91
BH-200,4.5,22,7
BH-200,6.0,48,4
BH-200,7.5,31,43
BH-200,9.0,48,47
BH-200,10.5,32,25
BH-200,12.0,47,97
BH-200,13.5,2,70
BH-200,15.0,16,91
BH-200,16.5,5,78
BH-200,18.0,18,35
BH-200,19.5,19,83
BH-200,21.0,17,35
BH-200,22.5,16,45
BH-200,24.0,7,78
BH-200,25.5,38,76
BH-200,27.0,29,63
BH-200,28.5,2,77
BH-200,30.0,8,29
BH-200,31.5,44,77
BH-200,33.0,28,92
BH-200,34.5,13,5
BH-200,36.0,13,96
BH-200,37.5,4,38
BH-200,39.0,13,14
BH-200,40.5,21,0
BH-200,42.0,36,15
BH-200,43.5,2,37
BH-200,45.0,19,49
